# ['gamma', 'delta', 'b_0', 'b_1', 'muM', 'sigmaM'], ['D0', 'B', 'C', 'mu', 'sigma', 'a_01', 'a_11', 'a_21', 'c_01', 'c_11', 'd_11', 'L']
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
-1.012615284286 0.33795474229657474 0.013230191661694122 0.9756097595133404 3052.364057316511 1.2634592590594453 86.8867328125099 0.004502400794400474 0.4035904232142369 161.71118435084833 0.86716150511833 -0.3379846959527166 -0.007811519896382166 2.9618084615427322e-05 -0.12807762582290166 0.0007137638155301537 0.10257145615663207 -0.0021225143182727266
-0.9921393231236285 0.3326780412067226 0.008117714408641882 0.975609659936433 3130.025823255093 1.282205518595855 87.17201905204647 0.0044714246757143646 0.401770166707184 163.70867705918397 0.861428918551967 -0.32165711547863873 -0.00950349534662116 3.4643085463663084e-05 -0.14116322542308513 0.0005914423568436815 0.10318060460415554 -0.0023956448803933855
-0.9989906363652794 0.33429169512989254 0.007624125535660151 0.9756097562942546 3160.1722829399114 1.2763473056406216 87.4893918150626 0.004645882559062444 0.402205694048283 165.38797288490986 0.8735780044427917 -0.4018802421671598 -0.00629026133545171 2.2540550459995366e-05 -0.16064578461725695 0.0005821656434601761 0.11041169451317225 -0.002517594081174659
-1.0328382052449399 0.33690043329639413 0.006832083053189839 0.975609756097561 2588.069994835145 1.167566411424615 85.5430642349778 0.004692332322698197 0.4181374598882447 165.22709956161736 0.8699017432764998 -0.24756538906517153 -0.009259786913421835 3.076651629681453e-05 -0.08996134737919653 0.0007270640191427558 0.09405303631160739 -0.004070806124549259
-0.986771089218133 0.3232500382312472 0.0025782596601112593 0.975609756097561 2385.881928588554 1.1500188552980597 86.18360245089632 0.004289409304318106 0.3782271403119134 166.25199745514564 0.8823774056150404 -0.43976498951152243 -0.006842978522704561 2.597619866552229e-05 -0.16155933487603003 0.0005197864213228971 0.11264915617785895 -0.0019742412304406226
-1.0064937711484194 0.33117250160328116 0.0017253270810781958 0.975609756097561 2047.944544621645 1.067859880514077 85.5241513943312 0.0042778324991001905 0.3834194536505745 166.42181546993135 0.8828707578248354 -0.2794461302551251 -0.009297485728184623 3.198206964459635e-05 -0.15718995531768426 0.0005610464477493494 0.11135305630144052 -0.0017593422791591649
-1.0230589082307477 0.33165804724793824 0.0004656858532355164 0.975609756097561 5082.70916141526 1.5013902104818642 85.43205142113445 0.004383990199749027 0.3934667985145982 160.72798652716853 0.860753072691093 -0.292955681600577 -0.007679937044888099 2.7649950269315675e-05 -0.16511850846461976 0.0005930042576468616 0.1147542549786491 -0.002112225590743604
-1.045383179115296 0.34126654303772286 0.00047565840705045287 0.975609756097561 4812.8274005178 1.4312736091783866 86.45567210537703 0.004568947932185801 0.39960922444536445 166.30850171579465 0.8327567480077858 -0.3381286889528778 -0.007440196757780584 2.4459739219064627e-05 -0.028671215831798467 0.0009141164946437798 0.07174918379839812 -0.00278596853935044
-1.0406692776365207 0.33836659745912284 0.0004597277322340811 0.975609756097561 4626.921487628486 1.4403540783051088 86.77171817525422 0.00456889062543048 0.40220396224098987 164.1996643538739 0.8758373571206743 -0.32033670468787145 -0.006917189154338539 2.2887422283365373e-05 -0.13506258155968226 0.000712438767031553 0.10226736246674903 0.0006896263675900732
